~id,~label,Name:String,HCPCS:String,NPI:Int,Fraud:String,Female:Int,tot_suplrs_standard_deviation:Double,tot_suplrs_mean:Double,tot_suplrs_sum:Double,tot_suplr_benes_standard_deviation:Double,tot_suplr_benes_mean:Double,tot_suplr_benes_sum:Double,tot_suplr_clms_standard_deviation:Double,tot_suplr_clms_mean:Double,tot_suplr_clms_sum:Double,tot_suplr_srvcs_standard_deviation:Double,tot_suplr_srvcs_mean:Double,tot_suplr_srvcs_sum:Double,avg_suplr_sbmtd_chrg_standard_deviation:Double,avg_suplr_sbmtd_chrg_mean:Double,avg_suplr_sbmtd_chrg_sum:Double,avg_suplr_mdcr_pymt_amt_standard_deviation:Double,avg_suplr_mdcr_pymt_amt_mean:Double,avg_suplr_mdcr_pymt_amt_sum:Double,bene_unique_cnt_mean:Double,bene_unique_cnt_sum:Double,bene_unique_cnt_standard_deviation:Double,line_svc_cnt_mean:Double,line_svc_cnt_sum:Double,line_svc_cnt_standard_deviation:Double,bene_day_srvc_cnt_mean:Double,bene_day_srvc_cnt_sum:Double,bene_day_srvc_cnt_standard_deviation:Double,average_submitted_chrg_amt_mean:Double,average_submitted_chrg_amt_sum:Double,average_submitted_chrg_amt_standard_deviation:Double,average_medicare_payment_amt_mean:Double,average_medicare_payment_amt_sum:Double,average_medicare_payment_amt_standard_deviation:Double,total_claim_count_mean:Double,total_claim_count_sum:Double,total_claim_count_standard_deviation:Double,total_30_day_fill_count_mean:Double,total_30_day_fill_count_sum:Double,total_30_day_fill_count_standard_deviation:Double,total_day_supply_mean:Double,total_day_supply_sum:Double,total_day_supply_standard_deviation:Double,total_drug_cost_mean:Double,total_drug_cost_sum:Double,total_drug_cost_standard_deviation:Double,bene_count_mean:Double,bene_count_sum:Double,bene_count_standard_deviation:Double
v42,Provider,,,1003887423,NO,1,0.903089987,0.77815125,2.309630167,0.954242509,1,2.491361694,1.342422681,1.447158031,2.930439595,2.334453751,1.963787827,3.444513206,1.971937644,1.916584064,3.393705318,1.365450701,1.318724793,2.795846047,1.556302501,3.169968174,1.707570176,1.799340549,3.401572846,2.100370545,1.799340549,3.401400541,2.100370545,2.128258969,3.73031896,1.990836441,1.87343481,3.475494801,1.773486432,1.51851394,3.959518377,1.531478917,1.897667811,4.329031575,1.980715518,3.363235804,5.794628838,3.460747542,3.283556871,5.714920635,3.465221518,1.041392685,3.506369717,1.041392685
v43,Provider,,,1003894619,NO,0,0.477121255,0.602059991,2.243038049,0.477121255,0.77815125,2.394451681,0.903089987,1.255272505,2.844477176,2.541579244,2.209515015,3.790777601,1.839056073,1.786621302,3.366404899,1.383116396,1.207174839,2.786958436,1.556302501,3.621384028,1.380211242,1.662757832,3.735039705,1.612783857,1.662757832,3.734959761,1.612783857,1.740850784,3.805308773,1.770250524,1.485026873,3.549484863,1.5988473,1.447158031,4.08271358,1.342422681,1.789562334,4.414874785,1.777849127,3.257438567,5.882917673,3.258397804,3.124841583,5.750154034,3.396339099,0.84509804,3.519302849,0.77815125
v44,Provider,,,1003902800,YES,1,0.602059991,0.77815125,1.792391689,0.698970004,0.954242509,1.939519253,1.255272505,1.531478917,2.485721426,3.26904571,2.833147112,3.787814567,2.037136846,1.884794774,2.839037283,1.535421513,1.458281123,2.412523633,1.322219295,1.806179974,1.079181246,1.748188027,2.227886705,1.740362689,1.748188027,2.227886705,1.740362689,1.988075643,2.465196898,1.806767315,1.723363346,2.200484601,1.733732286,1.505149978,3.439963936,1.431363764,1.541460373,3.465739659,1.469252365,2.996949248,4.921238948,2.953759692,3.160062338,5.084341624,3.557323384,0.84509804,2.794488047,0.698970004
v45,Provider,,,1003904830,YES,0,0,0,0.301029996,0,0.698970004,1,0,1.041392685,1.361727836,0,1.041392685,1.361727836,0,3.396157485,3.697187481,0.376470071,2.841301582,3.142331577,1.301029996,3.244771761,0.903089987,2,3.936513742,2.477121255,1.653212514,3.592398846,1.579783597,2.893789217,4.828287668,3.044897415,1.966218812,3.900717263,1.837903617,1.361727836,3.240299582,1.255272505,1.375638902,3.244870622,1.270886061,2.787460475,4.657294936,2.630427875,3.820579112,5.689810832,4.421504613,0.77815125,2.698100546,0.602059991
v46,Provider,,,1003910571,NO,1,0,0.301029996,0.301029996,0,1.301029996,1.301029996,0,1.301029996,1.301029996,0,1.301029996,1.301029996,0,2.141038802,2.141038802,0,1.541785111,1.541785111,1.792391689,2.943988875,1.653212514,2.056904851,3.206015877,2.1430148,2.056904851,3.206015877,2.1430148,2.433562343,3.579690378,2.106248448,1.964183023,3.110311059,1.652851466,1.113943352,1.113943352,0,1.292256071,1.292256071,0,2.769377326,2.769377326,0,2.371585011,2.371585011,0,0.698970004,0.698970004,0
v47,Provider,,,1003912809,NO,0,1.041392685,1.041392685,2.252853031,1.230448921,1.301029996,2.488550717,1.62324929,1.672097858,2.853698212,2.214843848,2.113943352,3.290257269,2.325638309,2.012412324,3.188503583,1.376722875,1.267599181,2.44369044,2.255272505,4.261691003,2.271841607,2.444044796,4.448845396,2.541579244,2.442479769,4.44796383,2.541579244,2.255707741,4.260029115,2.353241733,1.715086503,3.719407876,1.802871932,1.84509804,4.402880134,2.021189299,2.084858379,4.642365581,2.283864645,3.557146142,6.114710707,3.761777538,3.661240909,6.21874811,3.900558797,1.204119983,3.776991585,1.342422681
v48,Provider,,,1003916321,NO,0,0,0.301029996,1.113943352,0,0.698970004,1.397940009,0,1.079181246,1.785329835,2.501059262,2.344392274,3.044931546,2.310387564,2.193635732,2.892605736,1.685357434,1.566171853,2.265141857,1.544068044,3.539953842,1.462397998,1.698970004,3.700703717,1.77815125,1.698970004,3.700703717,1.77815125,2.929922029,4.925557223,3.055934383,2.157085922,4.152721116,2.02269268,1.380211242,2.692846919,1.230448921,1.395326393,2.696356389,1.23192882,2.307496038,3.609701102,2.120573931,2.565134424,3.866164419,2.75875201,1.301029996,2.605305046,1.230448921
v49,Provider,,,1003923459,NO,0,0.301029996,0.602059991,0.903089987,0,0.698970004,1,0.301029996,1.079181246,1.397940009,0.602059991,1.380211242,1.69019608,1.03178754,1.817854472,2.118884468,0.055249858,0.628516645,0.929546641,1.838849091,3.242292905,1.748188027,2.130333768,3.5289167,2.206825876,2.130333768,3.5289167,2.206825876,2.071875433,3.469815441,1.487099402,1.857769935,3.255709944,1.38312838,1.397940009,3.755569981,1.176091259,1.628266288,3.980448807,1.525758896,3.057285644,5.409733674,3.024074987,2.818569937,5.170752455,3.317934529,0.954242509,3.343999069,0.954242509
v50,Provider,,,1003944943,NO,1,0,0,0.301029996,0,0.698970004,1,0,1.041392685,1.342422681,0,2.531478917,2.832508913,0.669947261,1.000965232,1.301995227,0.127646591,0.514453993,0.815483989,1.51851394,2.525044807,1.278753601,1.51851394,2.525044807,1.278753601,1.51851394,2.525044807,1.278753601,2.267266377,3.267266377,2.168128683,1.684175881,2.684175881,1.555049671,1.602059991,3.674677468,1.69019608,1.824208595,3.896090602,2.012806963,3.238046103,5.310098272,3.494432899,4.212033585,6.283915592,4.906170406,1.301029996,3.387923467,1.462397998
v51,Provider,,,1003999376,YES,0,1.041392685,0.903089987,2.365487985,1.146128036,1.146128036,2.595496222,1.612783857,1.544068044,3.003029471,3.371806459,2.989004616,4.436242181,2.346393207,2.101058631,3.548216662,1.582588535,1.390352223,2.837510255,1.954242509,2.255272505,0.84509804,2.354108439,2.656098202,1.892094603,2.354108439,2.656098202,1.892094603,1.367093543,1.668123538,0,0.488152626,0.789182622,0,1.748188027,4.021974455,1.880813592,1.921216714,4.188388442,2.073579163,3.389697548,5.656891287,3.549861188,3.438701772,5.705873501,3.756397514,1.113943352,3.412460547,1.176091259
v52,Provider,,,1013002328,NO,0,0,0,1.146128036,0,0.698970004,1.602059991,0.301029996,1.113943352,2.041392685,3.483729899,3.058805487,3.961942883,2.334331931,2.307573725,3.210663712,1.911866822,1.974361418,2.877451405,2.075546961,4.251321812,2.247973266,2.426511261,4.600144879,2.836324116,2.281033367,4.455423534,2.536558443,2.499030521,4.67221679,2.308120921,2.058351572,4.23153784,1.930897179,1.698970004,4.58710455,1.826074803,1.793976844,4.674790436,1.916626313,3.261738547,6.142595613,3.3872118,4.270869624,7.151683216,4.83235024,1.079181246,3.961278679,1.176091259
v53,Provider,,,1013003060,NO,0,0.301029996,0.301029996,0.903089987,0,0.698970004,1.176091259,0,1.113943352,1.591064607,1.230448921,1.342422681,1.826074803,2.526079439,2.586527992,3.063649247,1.355488883,1.435768565,1.91288982,1.62324929,3.23350376,1.707570176,1.716003344,3.320769228,1.812913357,1.643452676,3.248463718,1.73239376,2.18741798,3.789477971,2.10080938,1.405358024,3.007418015,1.400307318,1.278753601,2.952792443,1,1.385100896,3.047858727,1.240721525,2.698970004,4.361746718,2.720985744,2.77185418,4.434612012,3.089970106,1.041392685,2.737987326,0.954242509
v54,Provider,,,1013009729,YES,0,0.477121255,0.698970004,1.968482949,0.301029996,0.698970004,1.991226076,0.903089987,1.255272505,2.507855872,2.187520721,1.838849091,3.073351702,1.511119428,1.645990434,2.876439355,1.084915105,1.000403221,2.230852142,1.477121255,3.010299957,1.230448921,1.875061263,3.408748606,1.963787827,1.86923172,3.402433346,1.968482949,1.868906084,3.400385001,1.744482371,1.483228798,3.014707715,1.549100215,1.740362689,4.623352682,1.86332286,1.840687055,4.721500647,1.970618468,3.299289334,6.180150831,3.445136969,3.540083638,6.420897231,3.828653274,1.079181246,3.964165311,1.146128036
v55,Provider,,,1013016732,NO,0,0.301029996,0.477121255,2.679427897,0.954242509,0.903089987,3.098989639,1.361727836,1.431363764,3.613207352,3.413969972,2.883661435,5.060081838,1.840414418,1.639458864,3.815550123,1.42844754,1.226709923,3.402801182,1.897627091,4.543347759,2.017033339,2.463892989,5.107437236,2.835690571,2.276461804,4.92087434,2.57634135,1.932921737,4.576374414,1.896095432,1.702706373,4.346159049,1.68809376,1.875061263,5.067762497,1.968482949,1.953148117,5.14571557,2.073232414,3.389874558,6.582469045,3.539452492,3.562766933,6.755334387,3.832036484,1.204119983,4.403343619,1.255272505
v56,Provider,,,1013019769,NO,0,0,0,0.477121255,0.477121255,0.84509804,1.322219295,0,1.041392685,1.51851394,0,1.041392685,1.51851394,2.391978035,2.370811858,2.847933113,1.539150784,1.735661794,2.212783049,2.31386722,4.047002131,2.298853076,2.33243846,4.066810276,2.322219295,2.33243846,4.065093989,2.322219295,2.747993356,4.480387116,2.595983439,1.935267841,3.667661601,1.757062189,1.491361694,3.40790054,1.342422681,1.504810553,3.40790054,1.34266079,2.311753861,4.216878142,2.212187604,2.486921528,4.390011515,2.975085351,1.477121255,3.389520466,1.342422681
v57,Provider,,,1013025865,NO,0,0.602059991,0.698970004,1.977723605,0.477121255,0.77815125,2.045322979,0.903089987,1.301029996,2.531478917,2.51054501,2.053078443,3.287129621,2.06491146,1.940266448,3.170715369,1.475820412,1.268911091,2.499360013,1.544068044,2.149219113,1.176091259,1.716003344,2.320146286,1.447158031,1.716003344,2.320146286,1.447158031,2.174144004,2.776203995,2.086215597,1.612089119,2.214149111,1.464033553,1.62324929,4.31479385,1.755874856,1.79380484,4.477751971,1.956313699,3.258397804,5.94255715,3.435685138,3.345708905,6.029656036,3.707202745,1.041392685,3.728110184,1.113943352
v58,Provider,,,1013056019,NO,1,0,0,0.954242509,0,0.698970004,1.477121255,1.079181246,1.278753601,2.071882007,1.079181246,1.278753601,2.071882007,2.246429264,2.245632142,3.023783393,1.552253669,1.652745729,2.430896979,1.531478917,2.683947131,1.491361694,1.763427994,2.909556029,1.929418926,1.763427994,2.909556029,1.929418926,2.061547752,3.207675788,1.897094667,1.719814391,2.865942427,1.620477334,1.322219295,3.252367514,1.278753601,1.609542354,3.523356207,1.656245262,3.070407322,4.984581316,3.14176323,3.080591162,4.994405015,3.575497979,0.84509804,2.797267541,0.77815125
v59,Provider,,,1013067057,NO,0,1.06069784,1.230448921,2.653694795,1.06069784,1.204119983,2.636487896,1.886490725,2.037426498,3.450480055,4.03392612,3.951507511,5.353186989,0.939875896,0.952610863,2.40924295,0.831606893,0.702627209,2.152359619,1.505149978,3.263162465,1.278753601,1.819543936,3.578524605,1.826074803,1.819543936,3.578524605,1.826074803,2.689562926,4.445437782,2.601379181,1.924526963,3.680401819,1.56209455,1.342422681,3.426348574,1.113943352,1.582063363,3.657610324,1.379202077,3.05422991,5.130137487,2.851258349,3.602476778,5.678023739,4.072821112,0.698970004,2.844477176,0.301029996
v60,Provider,,,1013079490,NO,1,0,0,1.643452676,0,0.698970004,2.113943352,0.477121255,1.113943352,2.536558443,2.71432976,2.683947131,4.099231615,2.121245741,1.896088941,3.311062289,1.390039843,1.218209923,2.633183271,2.096910013,3.741702984,2.149219113,2.161368002,3.806383502,2.240549248,2.161368002,3.806383502,2.240549248,2.07557809,3.719030766,2.026308159,1.739503968,3.382956644,1.749702335,1.491361694,4.219663101,1.462397998,1.544644523,4.266455139,1.552217444,2.996511672,5.718608796,3.013258665,3.89192855,6.613739165,4.922499725,0.84509804,3.617210095,0.903089987
v61,Provider,,,1013093178,YES,0,0,0.301029996,0.602059991,0.698970004,1.301029996,1.602059991,0.77815125,1.301029996,1.612783857,0.77815125,1.301029996,1.612783857,3.510852402,3.579412216,3.880442212,3.199397326,3.316175692,3.617205688,1.602059991,2.888179494,1.633468456,1.763427994,3.046495164,1.86332286,1.73239376,3.013258665,1.86332286,3.736922851,5.015676452,3.72515944,2.587234556,3.865988157,2.592180144,1.755874856,3.058805487,1.770852012,1.784189205,3.085219201,1.803293314,2.998695158,4.300117018,3.04060234,3.395358724,4.696388719,3.629070966,1.176091259,2.480006943,1.079181246
v62,Provider,,,1013094853,NO,0,0,0.301029996,1.716003344,0,0.698970004,2.06069784,1.278753601,1.431363764,2.804139432,3.476541809,3.284656283,4.646403726,2.026969478,1.522746512,2.884474348,1.101878165,0.918290281,2.280018117,1.69019608,3.018700499,1.591064607,1.929418926,3.25358029,1.792391689,1.929418926,3.25358029,1.792391689,2.181098034,3.503317329,1.94461777,1.747568442,3.069787737,1.585812572,1.531478917,3.639984248,1.447158031,1.859676672,3.960047217,1.815736105,3.33485569,5.435285218,3.292034436,3.34034465,5.440715196,3.596061319,1,3.114610984,0.954242509
v63,Provider,,,1013098516,NO,0,0,0.477121255,2.164352856,0.698970004,0.84509804,2.495544338,1.568201724,1.556302501,3.204391332,3.310055738,3.01494035,4.658783849,2.227662269,2.071825985,3.715278662,1.392540816,1.286217754,2.92967043,1.812913357,3.722551662,1.812913357,2.146128036,4.050573077,2.318063335,2.103803721,4.009748256,2.260071388,2.1232466,4.026336587,2.009912919,1.806594759,3.709684746,1.693684561,1.579783597,3.579097327,1.51851394,1.640471398,3.636106593,1.591678957,3.051152522,5.047045001,3.02325246,4.001594291,5.997229486,4.340491437,1.113943352,3.126456113,1.146128036
v64,Provider,,,1013151331,NO,0,0,0.301029996,0.301029996,0,1.301029996,1.301029996,0,1.322219295,1.322219295,0,1.322219295,1.322219295,0,2.651197684,2.651197684,0,2.337722563,2.337722563,1.72427587,3.795532443,1.857332496,2.130333768,4.196811543,2.437750563,2.008600172,4.075072263,2.230448921,2.506931847,4.571389837,2.557813498,1.939660336,4.004118325,1.848906857,1.462397998,3.253338005,1.361727836,1.496929648,3.282259483,1.396740714,2.71432976,4.500112922,2.700703717,3.092183411,4.877513246,3.603002147,1.255272505,3.061452479,1.204119983
v65,Provider,,,1013154566,NO,0,0.301029996,0.602059991,1.230448921,0,0.698970004,1.301029996,0.77815125,1.204119983,1.826074803,1.113943352,1.380211242,1.995635195,2.189656382,2.063949923,2.666009915,1.808913301,1.641195714,2.243255705,1.431363764,2.442479769,1.176091259,1.740362689,2.744292983,1.740362689,1.740362689,2.744292983,1.740362689,2.118595365,3.118595365,1.619697016,1.489992259,2.489992259,1.059305116,1.431363764,3.547774705,1.322219295,1.4837957,3.597739052,1.388994018,2.951337519,5.065665594,2.869818208,2.967815512,5.081758864,3.299877177,0.77815125,2.937016107,0.477121255
v66,Provider,,,1013163963,NO,1,0,0,0.301029996,0,0.698970004,1,0,1.255272505,1.556302501,0,1.255272505,1.556302501,1.870674301,2.356981401,2.658011397,1.845726616,1.955542106,2.256572102,1.380211242,2.872738827,1.255272505,1.51851394,3.006466042,1.477121255,1.51851394,3.006466042,1.477121255,1.896616399,3.373737653,1.921227006,1.482762824,2.959884079,1.585101758,1.361727836,3.06669855,1.146128036,1.524991889,3.215187969,1.360469986,2.994317153,4.684836389,2.839478047,2.911563384,4.601759464,3.078239019,0.698970004,2.414973348,0
v67,Provider,,,1013203173,NO,0,0,0.84509804,0.84509804,0,0.698970004,0.698970004,0,1.301029996,1.301029996,0,1.812913357,1.812913357,0,1.855051109,1.855051109,0,0.800801645,0.800801645,1.698970004,3.101059355,1.72427587,1.880813592,3.280350693,1.949390007,1.880813592,3.280350693,1.949390007,2.441220954,3.839160963,2.103806122,1.928305346,3.326245354,1.603372636,1.278753601,2.82672252,1.079181246,1.436753122,2.980821167,1.357224075,2.899273187,4.443622794,2.827369273,3.671333382,5.215401426,4.086860054,0.77815125,2.354108439,0.477121255
v68,Provider,,,1013208313,NO,0,0,0.301029996,0.84509804,0,0.698970004,1.176091259,1.041392685,1.278753601,1.763427994,1.681241237,1.707570176,2.187520721,1.246420894,1.483147986,1.960269241,0.977751283,1.065106542,1.542227797,1.832508913,3.338854746,1.785329835,2,3.50623436,2.064457989,2,3.50623436,2.064457989,2.438618959,3.943768938,2.121613803,1.958449874,3.463599852,1.598188983,1.414973348,3.442636526,1.301029996,1.453744544,3.470777883,1.322833249,2.913283902,4.930337636,2.810904281,2.853831013,4.870864353,3.07145759,0.77815125,2.818885415,0.477121255
v69,Provider,,,1013214717,NO,1,0,0.301029996,0.602059991,0,0.698970004,1,0,1.041392685,1.342422681,0.84509804,1.204119983,1.51851394,0.482080319,1.858210342,2.159240338,1.062833693,1.192972721,1.494002716,1.113943352,1.602059991,0.301029996,1.204119983,1.698970004,0.84509804,1.204119983,1.698970004,0.84509804,2.136456317,2.613577572,1.451109131,1.238758829,1.715880083,1.1834068,1.278753601,3.51308436,0.903089987,1.542527266,3.765243737,1.353688995,2.998695158,5.221844407,2.851258349,2.790755372,5.013471843,3.098144905,0.698970004,2.972665592,0.301029996
v70,Provider,,,1013228196,NO,0,0.301029996,0.477121255,1.462397998,0.301029996,0.698970004,1.707570176,0.903089987,1.322219295,2.294466226,2.912222057,2.640481437,3.595165415,1.979346516,1.919296865,2.873539374,1.403730831,1.383030313,2.337272822,1.643452676,3.032215703,1.568201724,1.897627091,3.278067331,1.995635195,1.897627091,3.278067331,1.995635195,2.475174905,3.855386146,2.262547746,1.950502728,3.330713969,1.756984734,1.633468456,2.891537458,1.612783857,1.681492493,2.936764998,1.681843898,3.125806458,4.381385866,3.153509989,4.004224973,5.259497478,4.113175155,1.113943352,2.390935107,1.146128036
v71,Provider,,,1013241884,NO,1,0.477121255,0.602059991,1.919078092,0.602059991,0.903089987,2.133538908,1,1.278753601,2.523746467,1.591064607,1.544068044,2.784617293,2.205685077,2.040118555,3.270567476,1.453725112,1.310734784,2.541183705,1.826074803,3.932473765,1.73239376,2.012837225,4.118297801,2.045322979,1.959041392,4.064794811,1.919078092,1.904939103,4.008742824,1.886621311,1.504885953,3.608689674,1.455868275,1.544068044,4.019946682,1.544068044,1.799983009,4.272739458,1.900561327,3.259354927,5.732287586,3.380753771,3.21198238,5.68473883,3.409590503,1,3.498034724,0.954242509
v72,Provider,,,1013256387,NO,1,0.301029996,0.477121255,1.755874856,0,0.698970004,1.954242509,1.146128036,1.342422681,2.604226053,2.860936621,2.584331224,3.840607879,2.477308239,2.24187069,3.497143196,2.254959622,1.837120464,3.092392969,1.763427994,3.272769587,1.919078092,1.86923172,3.378942699,2.045322979,1.86923172,3.378942699,2.045322979,2.127134814,3.632284792,2.023022943,1.647308229,3.152458207,1.539999463,1.380211242,3.441223674,1.204119983,1.544245271,3.593463294,1.405427458,2.963315511,5.012773973,2.890421019,2.890992705,4.940210728,3.28994823,1.041392685,3.101747074,1.079181246
v73,Provider,,,1013257260,NO,1,0.301029996,0.602059991,1.612783857,0.301029996,0.77815125,1.799340549,0.698970004,1.204119983,2.204119983,2.722633923,2.269512944,3.270445908,2.590160739,2.267947957,3.267947957,0.979161469,1.076235984,2.076235984,1.707570176,2.941511433,1.72427587,1.973127854,3.203576775,2.170261715,1.973127854,3.203576775,2.170261715,2.142600178,3.3730491,1.887131805,1.785006944,3.015455865,1.530229278,1.653212514,4.05671433,1.698970004,1.666895168,4.070015689,1.714297852,3.117271296,5.520638096,3.187520721,3.189717815,5.592838336,3.425484145,1,3.42975228,0.954242509
v74,Provider,,,1013257468,NO,0,0,0.301029996,0.698970004,0,0.698970004,1,0.602059991,1.230448921,1.531478917,0.84509804,1.397940009,1.698970004,2.610369557,2.531018726,2.832048721,1.972077652,1.865888314,2.16691831,1.591064607,3.352182518,1.633468456,1.681241237,3.440594262,1.77815125,1.681241237,3.440594262,1.77815125,1.973884842,3.729759698,1.962214183,1.471972938,3.227847794,1.573642516,1.278753601,3.455149521,1,1.477200031,3.644517366,1.365119813,2.924279286,5.092074686,2.860338007,2.877656503,5.044973838,3.097738504,0.77815125,3.003891166,0.477121255
v75,Provider,,,1013275940,NO,1,0.77815125,0.602059991,2.079181246,0.84509804,0.903089987,2.303196057,1.230448921,1.361727836,2.760422483,2.889861721,2.336459734,3.735678726,2.509914418,2.284344845,3.682284854,2.289219314,1.90554721,3.303487218,1.653212514,3.782830805,1.643452676,1.77815125,3.902655475,1.886490725,1.77815125,3.902329306,1.886490725,2.241592234,4.365443875,2.085187227,1.65503949,3.778891131,1.700284908,1.69019608,4.407305907,1.832508913,1.940590943,4.652398172,2.145220796,3.393048466,6.104969279,3.615423953,3.396231567,6.108038796,3.636792279,1.079181246,3.819543936,1.204119983
v76,Provider,,,1013279967,NO,0,0.477121255,0.477121255,2.23299611,0.477121255,0.77815125,2.46686762,0.903089987,1.301029996,2.954724791,2.975891136,2.399673721,4.043126398,2.058620938,1.989907007,3.633359684,1.31544667,1.303998702,2.947451378,1.77815125,3.619510721,1.812913357,1.968482949,3.810165285,2.1430148,1.963787827,3.806519134,2.1430148,1.937946094,3.776795185,1.885883621,1.645412652,3.484261743,1.660428424,1.633468456,4.356828655,1.707570176,1.872850768,4.588854111,2.013132711,3.338057875,6.054188893,3.492061605,3.386760311,6.102763654,3.656005673,1.041392685,3.771587481,1.079181246
